slot	from_schema	range	see_also	slot_uri	source
specific	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000836	http://w3id.org/mixs/terms
specific_humidity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000214	http://w3id.org/mixs/terms
sr_dep_env	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000996	http://w3id.org/mixs/terms
sr_geol_age	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000997	http://w3id.org/mixs/terms
sr_kerog_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000994	http://w3id.org/mixs/terms
sr_lithology	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000995	http://w3id.org/mixs/terms
standing_water_regm	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001069	http://w3id.org/mixs/terms
store_cond	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000327	http://w3id.org/mixs/terms
substructure_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000767	http://w3id.org/mixs/terms
sulfate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000423	http://w3id.org/mixs/terms
sulfate_fw	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000407	http://w3id.org/mixs/terms
sulfide	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000424	http://w3id.org/mixs/terms
surf_air_cont	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000759	http://w3id.org/mixs/terms
surf_humidity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000123	http://w3id.org/mixs/terms
surf_material	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000758	http://w3id.org/mixs/terms
surf_moisture	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000128	http://w3id.org/mixs/terms
surf_moisture_ph	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000760	http://w3id.org/mixs/terms
surf_temp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000125	http://w3id.org/mixs/terms
suspend_part_matter	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000741	http://w3id.org/mixs/terms
suspend_solids	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000150	http://w3id.org/mixs/terms
tan	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000120	http://w3id.org/mixs/terms
target_gene	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000044	http://w3id.org/mixs/terms
target_subfragment	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000045	http://w3id.org/mixs/terms
temp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000113	http://w3id.org/mixs/terms
temp_out	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000197	http://w3id.org/mixs/terms
tertiary_treatment	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000352	http://w3id.org/mixs/terms
texture	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000335	http://w3id.org/mixs/terms
texture_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000336	http://w3id.org/mixs/terms
tidal_stage	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000750	http://w3id.org/mixs/terms
tillage	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001081	http://w3id.org/mixs/terms
tiss_cult_growth_med	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0001070	http://w3id.org/mixs/terms
toluene	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000154	http://w3id.org/mixs/terms
tot_carb	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000525	http://w3id.org/mixs/terms
tot_depth_water_col	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000634	http://w3id.org/mixs/terms
tot_diss_nitro	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000744	http://w3id.org/mixs/terms
tot_inorg_nitro	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000745	http://w3id.org/mixs/terms
tot_iron	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000105	http://w3id.org/mixs/terms
tot_nitro	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000102	http://w3id.org/mixs/terms
tot_nitro_cont_meth	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000338	http://w3id.org/mixs/terms
tot_nitro_content	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000530	http://w3id.org/mixs/terms
tot_org_c_meth	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000337	http://w3id.org/mixs/terms
tot_org_carb	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000533	http://w3id.org/mixs/terms
tot_part_carb	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000747	http://w3id.org/mixs/terms
tot_phosp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000117	http://w3id.org/mixs/terms
tot_phosphate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000689	http://w3id.org/mixs/terms
tot_sulfur	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000419	http://w3id.org/mixs/terms
train_line	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000837	http://w3id.org/mixs/terms
train_stat_loc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000838	http://w3id.org/mixs/terms
train_stop_loc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000839	http://w3id.org/mixs/terms
turbidity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000191	http://w3id.org/mixs/terms
tvdss_of_hcr_press	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000397	http://w3id.org/mixs/terms
tvdss_of_hcr_temp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000394	http://w3id.org/mixs/terms
typ_occup_density	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000771	http://w3id.org/mixs/terms
ventilation_rate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000114	http://w3id.org/mixs/terms
ventilation_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000756	http://w3id.org/mixs/terms
vfa	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000152	http://w3id.org/mixs/terms
vfa_fw	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000408	http://w3id.org/mixs/terms
vis_media	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000840	http://w3id.org/mixs/terms
viscosity	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000126	http://w3id.org/mixs/terms
volatile_org_comp	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000115	http://w3id.org/mixs/terms
wall_area	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000198	http://w3id.org/mixs/terms
wall_const_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000841	http://w3id.org/mixs/terms
wall_finish_mat	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000842	http://w3id.org/mixs/terms
wall_height	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000221	http://w3id.org/mixs/terms
wall_loc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000843	http://w3id.org/mixs/terms
wall_surf_treatment	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000845	http://w3id.org/mixs/terms
wall_texture	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000846	http://w3id.org/mixs/terms
wall_thermal_mass	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000222	http://w3id.org/mixs/terms
wall_water_mold	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000844	http://w3id.org/mixs/terms
wastewater_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000353	http://w3id.org/mixs/terms
water_cont_soil_meth	https://microbiomedata/schema/mixs	string	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000323	http://w3id.org/mixs/terms
water_content	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000185	http://w3id.org/mixs/terms
water_current	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000203	http://w3id.org/mixs/terms
water_cut	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000454	http://w3id.org/mixs/terms
water_feat_size	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000223	http://w3id.org/mixs/terms
water_feat_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000847	http://w3id.org/mixs/terms
water_prod_rate	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000453	http://w3id.org/mixs/terms
water_temp_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000590	http://w3id.org/mixs/terms
watering_regm	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000591	http://w3id.org/mixs/terms
weekday	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000848	http://w3id.org/mixs/terms
win	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000297	http://w3id.org/mixs/terms
wind_direction	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000757	http://w3id.org/mixs/terms
wind_speed	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000118	http://w3id.org/mixs/terms
window_cond	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000849	http://w3id.org/mixs/terms
window_cover	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000850	http://w3id.org/mixs/terms
window_horiz_pos	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000851	http://w3id.org/mixs/terms
window_loc	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000852	http://w3id.org/mixs/terms
window_mat	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000853	http://w3id.org/mixs/terms
window_open_freq	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000246	http://w3id.org/mixs/terms
window_size	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000224	http://w3id.org/mixs/terms
window_status	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000855	http://w3id.org/mixs/terms
window_type	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000856	http://w3id.org/mixs/terms
window_vert_pos	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000857	http://w3id.org/mixs/terms
window_water_mold	https://microbiomedata/schema/mixs	text value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000854	http://w3id.org/mixs/terms
xylene	https://microbiomedata/schema/mixs	quantity value	https://github.com/microbiomedata/nmdc-schema/blob/issue-291-mixs-submod/util/rebuild_mixs_yaml.py	MIXS:0000156	http://w3id.org/mixs/terms
