id	env_package_orig	env_package_rep	env_broad_scale	consensus_id_ebs	consensus_lab_ebs	notes_x	env_local_scale	consensus_id_els	consensus_lab_els	notes_y	env_medium	consensus_id_em	consensus_lab_em	notes
BIOSAMPLE:SAMN04516600	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516601	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516602	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516603	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516604	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516605	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516606	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516607	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516608	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516609	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516610	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516611	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516612	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516613	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516614	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516615	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516616	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516617	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516618	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516619	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516620	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516621	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000078	ENVO:00000078	farm	env_package_normalized.EnvPackage=soil	ENVO:00002259	ENVO:00002259	agricultural soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516622	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000047	ENVO:00000047	obsolete canopy	env_package_normalized.EnvPackage=soil	ENVO:00005783	ENVO:00005783	leafy wood soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN04516623	soil	soil	ENVO:00000876	ENVO:00000876	obsolete Temperate broadleaf and mixed forest biome	env_package_normalized.EnvPackage=soil	ENVO:00000047	ENVO:00000047	obsolete canopy	env_package_normalized.EnvPackage=soil	ENVO:00005783	ENVO:00005783	leafy wood soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA3637871	soil	soil					Grassland	ENVO:01001206	grassland ecosystem	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMEA4067242	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067243	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067244	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067245	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067246	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067247	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067248	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067249	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067250	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067251	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067252	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067253	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067254	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067255	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067256	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067257	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067258	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067259	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067260	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067261	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067262	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067263	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067264	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067265	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067269	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067270	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067271	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067272	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067273	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067274	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067275	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067276	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067277	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067281	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067282	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067283	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067287	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067288	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067289	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067290	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067291	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067292	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067293	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067294	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067295	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067296	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067297	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067298	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067299	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067300	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067301	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067302	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067303	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067304	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067308	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067309	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067310	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067311	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067312	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067313	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067314	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067315	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067316	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067317	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067318	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067319	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067323	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067324	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067325	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067326	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067327	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067328	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067329	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067330	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067331	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067332	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067333	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067334	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067335	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067336	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067337	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067338	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067339	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067340	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067341	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067342	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067343	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067344	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067345	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067346	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMEA4067347	soil	soil	marine benthic biome	ENVO:01000024	marine benthic biome	env_package_normalized.EnvPackage=soil	high tide zone	ENVO:00000318	high tide zone	env_package_normalized.EnvPackage=soil				
