id	env_package_orig	env_package_rep	env_broad_scale	consensus_id_ebs	consensus_lab_ebs	notes_x	env_local_scale	consensus_id_els	consensus_lab_els	notes_y	env_medium	consensus_id_em	consensus_lab_em	notes
BIOSAMPLE:SAMN02264896	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264897	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMN02264898	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264899	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMN02264900	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264901	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264902	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264903	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264904	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264905	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264906	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264907	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264908	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264909	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264910	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264911	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264912	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264913	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264914	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264915	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264916	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264917	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264918	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264919	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMN02264920	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264921	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264922	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMN02264923	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264924	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264925	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264926	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264927	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264928	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264929	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264930	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264931	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264932	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264933	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264934	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264935	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264936	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264937	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264938	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264939	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264940	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264941	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264942	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264943	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264944	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264945	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264946	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264947	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264948	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264949	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264950	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264951	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMN02264952	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264953	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264954	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264955	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264956	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264957	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02264958	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil				
BIOSAMPLE:SAMN02264959	MIGS/MIMS/MIMARKS.soil	soil					hot springs	ENVO:00000051	hot spring	env_package_normalized.EnvPackage=soil	Sediment	ENVO:00002007	sediment	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298194	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298195	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298196	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298197	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298198	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298199	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298200	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298201	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298202	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298203	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298204	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298205	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298206	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298207	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298208	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298209	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298210	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298211	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298212	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298213	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298214	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298215	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298216	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298217	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298218	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298219	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298220	MIGS/MIMS/MIMARKS.soil	soil	forest soil	ENVO:00002261	forest soil	env_package_normalized.EnvPackage=soil					soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02298694	MIGS/MIMS/MIMARKS.soil	soil	Temperate broadleaf and mixed forest	ENVO:01000389	temperate mixed broadleaf forest	env_package_normalized.EnvPackage=soil	oil spill	ENVO:00002061	oil spill	env_package_normalized.EnvPackage=soil	soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02302409	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02302410	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02302411	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02302412	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02302413	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02302414	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02303454	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02314406	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02314407	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02314408	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02314409	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02314410	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02314411	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02315646	MIGS/MIMS/MIMARKS.soil	soil												
BIOSAMPLE:SAMN02318293	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318294	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318295	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318296	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318297	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318298	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318299	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318300	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318301	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318302	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318303	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318304	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318305	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318306	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318307	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318308	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318309	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318310	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318311	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318312	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318313	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318314	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318315	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318316	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318317	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318318	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318319	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318320	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318321	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318322	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318323	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318324	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318325	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318326	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318327	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318328	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318329	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318330	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318331	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318332	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318333	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
BIOSAMPLE:SAMN02318334	MIGS/MIMS/MIMARKS.soil	soil									soil	ENVO:00001998	soil	env_package_normalized.EnvPackage=soil
